id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
210,2025-05-23,Encontro de Cadáver,Unde voluptatum sint architecto consequatur quo.,Em Análise,João Vitor das Neves,Maya Silva,False
211,2025-08-17,Calúnia,Harum adipisci laudantium hic at.,Reaberto,Augusto Sousa,Aurora Vargas,False
212,2025-03-05,Violência Doméstica,Quaerat similique eum consequatur omnis dolore minima.,Complementado,Nathan Andrade,Ian Aparecida,False
213,2025-06-10,Encontro de Cadáver,Ipsa voluptate error quasi dignissimos.,Aguardando Validação,Paulo Vargas,Isabela Casa Grande,False
214,2025-02-26,Ameaça,Modi amet repellat perspiciatis.,Cancelado,João Guilherme da Rosa,Evelyn Araújo,False
215,2025-05-07,Homicídio,Occaecati alias provident.,Encaminhado,Marina Melo,Isabella Ramos,False
216,2025-05-28,Porte Ilegal de Arma,Perspiciatis enim repellendus quam explicabo.,Arquivado,Isadora Oliveira,Fernanda Mendes,False
217,2025-01-23,Violação de Domicílio,Reprehenderit earum eius nam pariatur blanditiis dolorem.,Em Análise,Dr. Caio da Cunha,Laura Costela,False
218,2025-04-12,Difamação,Totam itaque magni odio dolorum.,Reaberto,Dom Leão,Isabel Nunes,False
219,2025-03-24,Tentativa de Suicídio,Aspernatur facilis repudiandae impedit.,Em Análise,Asafe da Cunha,Natália Rocha,False
220,2025-07-14,Violação de Domicílio,Pariatur praesentium iusto vel.,Em Investigação,Dr. Gael Siqueira,Vitor Hugo Azevedo,False
221,2025-01-16,Crime Cibernético,Quas rem doloribus repellat itaque molestias at.,Em Análise,Diego Borges,Sra. Isis Sales,False
222,2025-10-13,Tráfico de Drogas,Ex labore expedita iste omnis.,Em Análise,Sabrina Oliveira,Dra. Mariane Martins,False
223,2025-04-18,Ameaça,Dolorum dolorem et suscipit perspiciatis neque.,Em Análise,Stephany Fogaça,Sr. Luan Câmara,False
224,2025-02-23,Perturbação do Sossego/Tranquilidade,Eaque voluptatem vitae sapiente a eveniet.,Em Investigação,Vitor Fernandes,Gabrielly Silva,False
225,2025-02-09,Perturbação do Sossego/Tranquilidade,Nihil sunt tempore quae id officiis quis voluptatibus.,Encaminhado,Srta. Ayla da Rosa,André Cardoso,False
226,2025-09-23,Posse de Drogas,Ipsam officiis labore illum quaerat eligendi.,Em Investigação,Bella Marques,Pietra Porto,False
227,2025-02-02,Violação de Medida Protetiva,Ea accusantium iste molestiae.,Cancelado,Hadassa Nunes,Srta. Gabrielly Fogaça,False
228,2025-03-23,Violação de Domicílio,Tempore iste mollitia dignissimos praesentium.,Arquivado,João Monteiro,Ana Liz Rezende,False
229,2025-03-28,Lesão Corporal,Tempore deserunt expedita facilis ipsum fuga laudantium.,Em Investigação,João Felipe Andrade,Noah Almeida,False
230,2025-10-20,Injúria,Veniam non debitis tempore incidunt nisi quaerat.,Arquivado,Júlia Teixeira,Dra. Maya Costela,False
231,2025-09-04,Receptação,Consectetur expedita voluptatem soluta.,Arquivado,Lara Fogaça,Theodoro Albuquerque,False
232,2025-08-25,Roubo,Dignissimos deserunt quam natus consequuntur suscipit.,Em Investigação,Caleb Santos,Dra. Olívia Pastor,False
233,2025-01-26,Roubo,Voluptatem sed magnam distinctio iure ad.,Concluído,Stella Araújo,Henry Cirino,False
234,2025-08-14,Encontro de Cadáver,Similique voluptate asperiores quia dolorum.,Cancelado,Maysa Duarte,Dr. Gustavo Henrique Sá,False
235,2025-01-10,Estelionato,Quibusdam quo itaque accusantium assumenda.,Em Análise,Maria Fernanda Pimenta,Lorena Siqueira,False
236,2025-01-06,Dano,Alias debitis debitis dolor ipsam quaerat.,Aguardando Validação,Maria Júlia da Cruz,Luan Nogueira,False
237,2025-03-20,Perturbação do Sossego/Tranquilidade,Error aliquid libero dicta culpa magnam.,Em Análise,Thiago Sousa,Maria Clara Ramos,False
238,2025-01-21,Porte Ilegal de Arma,Debitis architecto harum iusto amet beatae corporis eum.,Encaminhado,Theo Nunes,Dr. Enzo Gabriel Ferreira,False
239,2025-07-06,Outros,Totam rem assumenda optio accusamus asperiores voluptate.,Em Análise,Léo Melo,Maria Vasconcelos,False
240,2025-04-02,Posse de Drogas,Esse quae soluta.,Complementado,Sr. Noah Azevedo,Luiz Otávio Teixeira,False
241,2025-08-17,Outros,Doloribus consequuntur provident incidunt nostrum nemo.,Aguardando Validação,Brayan Ramos,Lorenzo Fernandes,False
242,2025-04-27,Desaparecimento de Pessoa,Cumque ad quo molestiae.,Complementado,Sra. Luiza Sousa,Allana Marques,False
243,2025-09-23,Estelionato,Quo omnis voluptates hic incidunt voluptatibus dolor.,Suspenso,Luigi Vargas,Benjamin Jesus,False
244,2025-02-13,Tráfico de Drogas,Odit est totam in beatae.,Encaminhado,Luna da Paz,Miguel Castro,False
245,2025-07-24,Calúnia,Tempore necessitatibus non error ipsum minus deserunt.,Arquivado,Mariah da Cruz,Camila Machado,False
246,2025-01-30,Calúnia,Provident ad velit laudantium omnis.,Em Análise,Srta. Maria Fernanda Costa,Ravi Lucca Ribeiro,False
247,2025-05-19,Violação de Medida Protetiva,Quidem a facere nesciunt nam et.,Encaminhado,Sra. Kamilly Silveira,Sra. Bianca Cirino,False
248,2025-03-31,Furto,Error quae consequuntur voluptatibus architecto possimus recusandae cum.,Complementado,Maria Clara da Luz,Rafael Monteiro,False
249,2025-04-13,Estelionato,Dolor perferendis culpa magnam sapiente iusto.,Aguardando Validação,João Vitor Santos,Fernanda Sampaio,False
250,2025-04-29,Encontro de Pessoa,Explicabo quo quod magnam ad blanditiis.,Aguardando Validação,Cecília Vieira,Eduardo Lima,False
251,2025-04-10,Encontro de Cadáver,Explicabo tempore eos excepturi.,Registrado,Jade da Cunha,Maria Liz Vieira,False
252,2025-04-06,Violação de Domicílio,Fugit ipsa iste repellat.,Em Investigação,João Pedro da Cruz,Gael da Rocha,False
253,2025-10-06,Desobediência,Tempora beatae magnam veniam doloremque ut.,Concluído,Alana Aparecida,João Guilherme Pinto,False
254,2025-10-01,Homicídio,Quisquam consectetur occaecati minus.,Encaminhado,Camila Cardoso,Maria Liz Macedo,False
255,2025-01-21,Encontro de Cadáver,Autem eos laudantium eligendi veniam unde aperiam.,Encaminhado,Yuri Martins,Ryan Cassiano,False
256,2025-01-03,Desacato,Rem tempora earum distinctio.,Em Análise,Heitor Siqueira,Srta. Olivia Sá,False
257,2025-08-06,Tráfico de Drogas,In enim et facilis.,Encaminhado,Léo Mendes,Apollo Alves,False
258,2025-03-30,Outros,Perspiciatis eius soluta corporis ab sunt nam.,Arquivado,Maysa Cassiano,Sr. Luiz Gustavo da Luz,False
259,2025-04-27,Dano,Impedit quibusdam officiis accusamus dolores incidunt.,Suspenso,Clara Rios,Sr. Yago Costela,False
260,2025-10-21,Danos Materiais,Harum quis aperiam.,Aguardando Validação,Gael Henrique da Mata,Luiz Henrique Pacheco,False
261,2025-06-18,Desaparecimento de Pessoa,Ipsam praesentium facere tempore commodi modi.,Concluído,José Pedro Fogaça,Srta. Ana Sophia Farias,False
262,2025-01-13,Desobediência,Nam tenetur distinctio tempora accusantium voluptatibus ab quibusdam.,Concluído,Heloisa Vargas,João Miguel Montenegro,False
263,2025-04-10,Lesão Corporal,Magni totam molestiae nemo.,Arquivado,Renan Fonseca,Raquel da Rocha,False
264,2025-08-11,Receptação,Soluta ea voluptate numquam enim.,Concluído,Igor Sales,Dra. Julia Pastor,False
265,2025-07-03,Posse de Drogas,Quidem voluptatem culpa facilis dolorum amet.,Reaberto,Nathan da Paz,Kamilly Lima,False
266,2025-08-05,Difamação,Quas soluta magni sapiente ex fuga.,Arquivado,Anthony Cunha,Lucca Macedo,False
267,2025-06-21,Difamação,Aliquid perspiciatis ex beatae possimus vel omnis.,Concluído,Ana Cecília Leão,Arthur Miguel Melo,False
268,2025-05-11,Ameaça,Modi nostrum quia pariatur quasi.,Aguardando Validação,Yasmin Farias,Diogo Pinto,False
269,2025-02-15,Porte Ilegal de Arma,Omnis eum eius minima.,Suspenso,Nina Peixoto,Yasmin Sales,False
270,2025-10-05,Lesão Corporal,Quisquam itaque distinctio cum aperiam unde ad.,Registrado,Srta. Manuela Rodrigues,Joaquim Azevedo,False
271,2025-04-30,Desaparecimento de Pessoa,Beatae et ratione quasi dolor cumque vel commodi.,Concluído,José da Mota,Rafael da Paz,False
272,2025-05-25,Receptação,Eaque provident eveniet commodi.,Suspenso,Dra. Isabela Pereira,Maria Eduarda Oliveira,False
273,2025-05-23,Tentativa de Suicídio,Quas voluptates saepe eaque laborum.,Aguardando Validação,Laura Nunes,Maria Alice Teixeira,False
274,2025-10-09,Embriaguez ao Volante,Eligendi rerum laborum voluptatum eum ipsum.,Concluído,Daniela da Rocha,Lucas Garcia,False
275,2025-03-18,Violação de Domicílio,Quo libero rerum necessitatibus quas repellendus dignissimos sed.,Arquivado,Henry Gabriel Sá,Pedro Lucas Macedo,False
276,2025-07-15,Violência Doméstica,Deserunt sint pariatur ipsum dolore.,Aguardando Validação,Srta. Ana Cecília da Cunha,Enzo Mendes,False
277,2025-07-30,Danos Materiais,Cupiditate magnam neque quasi omnis dolor officia.,Reaberto,Milena Martins,Miguel Campos,False
278,2025-04-16,Desobediência,Quae placeat eius earum odit voluptate.,Arquivado,Raul Nunes,Laís Lima,False
279,2025-04-17,Maus-tratos a Animais,Sunt deleniti laborum in id esse facilis qui.,Registrado,André Rios,Caleb Sales,False
280,2025-09-14,Perturbação do Sossego/Tranquilidade,Nobis dignissimos corrupti molestias quos.,Concluído,Dr. Pedro Sampaio,Nicole Lima,False
281,2025-05-26,Posse de Drogas,Sint officiis odit nemo quasi officiis.,Reaberto,Guilherme Aparecida,Bianca Nogueira,False
282,2025-05-11,Tráfico de Drogas,Minima illo perferendis non cumque corrupti architecto quasi.,Cancelado,Maria Júlia Souza,André Costa,False
283,2025-02-19,Fraude,Voluptas maiores doloribus quo.,Cancelado,Mariana Rezende,Daniela Rodrigues,False
284,2025-07-12,Violação de Medida Protetiva,Assumenda dolores impedit facilis veniam illo.,Suspenso,Dr. Igor da Rocha,Diego Fonseca,False
285,2025-07-25,Crime Cibernético,Tempore quos odio occaecati ad.,Em Análise,Igor Rocha,Samuel Costela,False
286,2025-09-09,Lesão Corporal,Explicabo aliquam sit ab quaerat.,Cancelado,Dr. João Vitor Cavalcanti,Pietro Fogaça,False
287,2025-05-08,Lesão Corporal,Vero repellendus repellendus deleniti.,Suspenso,Isabella Melo,Vitor Gabriel Rocha,False
288,2025-10-04,Fraude,Soluta veniam sed soluta consequatur sed.,Arquivado,Ana Barbosa,Cauã Machado,False
289,2025-03-03,Homicídio,Placeat ex saepe reiciendis inventore illum.,Concluído,Brenda Marques,Isadora Correia,False
290,2025-06-28,Maus-tratos a Animais,Dolores eos voluptatum nisi officia est.,Reaberto,Daniela Caldeira,Rebeca da Mata,False
291,2025-01-22,Maus-tratos a Animais,Occaecati delectus cumque unde quia voluptates.,Em Investigação,Eduardo Sá,Gabriela da Costa,False
292,2025-05-26,Porte Ilegal de Arma,Quisquam fuga unde adipisci veritatis.,Complementado,Sra. Cecília Sales,Valentina Garcia,False
293,2025-03-27,Perturbação do Sossego/Tranquilidade,Ex ullam voluptas eos.,Complementado,Dante Lopes,Ana Liz Camargo,False
294,2025-03-17,Tentativa de Suicídio,Eaque laudantium earum temporibus quia tempore animi.,Complementado,Lavínia Cunha,Lorenzo Melo,False
295,2025-09-07,Roubo,Ducimus occaecati aut.,Reaberto,Sophia Gonçalves,Yago Moura,False
296,2025-08-14,Danos Materiais,Architecto occaecati id provident possimus.,Complementado,Sophia Ferreira,Joana Pires,False
297,2025-07-09,Embriaguez ao Volante,Aliquam et architecto nobis corporis minima asperiores.,Reaberto,Bella Pereira,Camila Peixoto,False
298,2025-01-12,Outros,Consectetur laudantium reprehenderit alias.,Aguardando Validação,Isabelly Pereira,Rafael Vieira,False
299,2025-03-23,Encontro de Pessoa,Rerum minus quia eum inventore.,Complementado,Luiz Otávio Vasconcelos,Laura Araújo,False
300,2025-04-27,Maus-tratos a Animais,Quod voluptates corrupti quod reprehenderit.,Em Análise,Ana Lívia da Cunha,Apollo Lima,False
301,2025-04-08,Crime Cibernético,Possimus sint dolor voluptatibus aliquid ipsum beatae.,Registrado,Carlos Eduardo Pereira,Maria Flor Macedo,False
302,2025-06-12,Receptação,Porro quaerat molestias suscipit eos velit.,Em Análise,Caroline Marques,Alana Silveira,False
303,2025-05-08,Violência Doméstica,In necessitatibus illo commodi deserunt amet illo voluptas.,Arquivado,Luiz Otávio Novaes,Marcos Vinicius da Luz,False
304,2025-09-12,Injúria,Dolorem doloribus cumque laborum et dolore.,Encaminhado,Vitor Hugo da Luz,Gabriela Santos,False
305,2025-08-22,Porte Ilegal de Arma,Ipsam voluptatem quis deserunt harum beatae vel.,Concluído,Gabriela Brito,Ana Clara Aragão,False
306,2025-06-11,Encontro de Cadáver,Illo cumque dicta nobis alias quasi ipsa odit.,Arquivado,Diogo Farias,Sofia Machado,False
307,2025-02-18,Violação de Medida Protetiva,Molestiae quo fuga inventore molestias quod.,Reaberto,Otto Nascimento,Thiago Leão,False
308,2025-09-15,Receptação,Porro neque id quod quod temporibus.,Arquivado,Benjamim Cirino,Ana Laura Cassiano,False
309,2025-07-17,Violência Doméstica,Vero saepe eos nesciunt.,Suspenso,Kevin Monteiro,Anthony Ramos,False
310,2025-08-16,Violação de Domicílio,Rem animi eaque deserunt laborum possimus.,Aguardando Validação,Raquel Araújo,Breno Vargas,False
311,2025-02-10,Furto,Dignissimos ducimus sint et.,Em Análise,Bernardo Machado,Gustavo Henrique Rocha,False
312,2025-03-24,Calúnia,Incidunt distinctio fugit necessitatibus dolore.,Complementado,Dra. Julia Rodrigues,Julia Viana,False
313,2025-02-18,Posse de Drogas,Illo perspiciatis excepturi delectus aliquid eveniet earum.,Registrado,Dra. Giovanna Leão,Larissa Cavalcante,False
314,2025-09-17,Encontro de Pessoa,Mollitia nisi minus ea laudantium expedita velit.,Em Análise,Bruno Jesus,Aurora Peixoto,False
315,2025-03-22,Porte Ilegal de Arma,Ipsam et eligendi molestiae quos exercitationem eveniet.,Registrado,Josué Pacheco,Maria Laura Novaes,False
316,2025-09-21,Tentativa de Suicídio,Maxime eum nesciunt fugiat facilis libero.,Arquivado,Maria Helena Jesus,Sr. Augusto Campos,False
317,2025-10-02,Tráfico de Drogas,Vel architecto ipsum officia.,Arquivado,Marcelo Sampaio,Benjamin da Mata,False
318,2025-06-13,Porte Ilegal de Arma,Voluptatum facere id in facilis.,Complementado,Aurora Teixeira,Lavínia Almeida,False
319,2025-05-12,Desacato,Temporibus error provident libero est ipsum.,Aguardando Validação,Bernardo Silva,Gabrielly Costa,False
320,2025-08-17,Difamação,Dolore inventore aspernatur quisquam culpa sed placeat.,Cancelado,Eloá Sá,Bárbara Viana,False
321,2025-05-05,Maus-tratos a Animais,Ipsum nobis aliquid distinctio quisquam veniam ullam.,Em Investigação,Raul da Rosa,Allana Rodrigues,False
322,2025-07-28,Difamação,Doloribus commodi maxime consectetur.,Concluído,Maria Eduarda Jesus,Luana Pastor,False
323,2025-02-18,Embriaguez ao Volante,Doloremque doloremque adipisci ipsum iusto.,Em Investigação,Nicole Vasconcelos,Clarice Correia,False
324,2025-09-27,Furto,Voluptatibus autem cum amet incidunt reprehenderit qui neque.,Encaminhado,Aurora Sales,Milena Dias,False
325,2025-09-23,Tráfico de Drogas,Porro nam ratione consectetur.,Encaminhado,João Gabriel Marques,Sr. Rhavi Câmara,False
326,2025-08-16,Violência Doméstica,Vero id molestiae fugit dignissimos.,Cancelado,Srta. Mariana Melo,Brayan Souza,False
327,2025-07-17,Tráfico de Drogas,Dolor labore ullam.,Suspenso,Larissa Azevedo,Ana Luiza da Rosa,False
328,2025-05-28,Injúria,Unde fugiat ipsum temporibus excepturi excepturi fuga dolorum.,Em Análise,Vitor Fonseca,Luísa Monteiro,False
329,2025-04-13,Estelionato,Illum nihil vero eaque.,Encaminhado,Davi Luiz Pinto,Rhavi Almeida,False
330,2025-07-19,Fraude,Rerum autem in id.,Em Análise,José Mendes,Maria Clara Duarte,False
331,2025-09-24,Desacato,Fugit a magnam quae assumenda.,Cancelado,Maria Júlia Sales,Larissa Castro,False
332,2025-09-17,Homicídio,Enim nostrum voluptate.,Arquivado,Nathan Rios,Agatha da Mata,False
333,2025-02-11,Violação de Medida Protetiva,Quas facilis aspernatur at quasi dignissimos ex.,Suspenso,Isabelly Garcia,Srta. Antonella Barbosa,False
334,2025-03-14,Violação de Medida Protetiva,Perspiciatis ipsam expedita.,Complementado,Enrico Jesus,Vitor Hugo Fonseca,False
335,2025-08-03,Danos Materiais,Id doloremque consequatur voluptate tempora eligendi voluptatibus.,Complementado,Milena Vieira,João Silveira,False
336,2025-02-09,Roubo,Eius ipsum et dicta.,Concluído,José Miguel Pires,Otto Guerra,False
337,2025-09-25,Desaparecimento de Pessoa,Id nostrum harum voluptate enim natus soluta.,Concluído,Luiz Felipe Aragão,Arthur Miguel Cunha,False
338,2025-07-02,Desobediência,Quas quas inventore eius laborum quis nihil.,Em Análise,Francisco Casa Grande,Davi da Mota,False
339,2025-07-20,Porte Ilegal de Arma,Enim libero animi fugit quo assumenda eligendi.,Em Investigação,Eloah Casa Grande,Caleb Melo,False
340,2025-09-26,Roubo,Vitae cumque voluptate perspiciatis.,Aguardando Validação,Emanuella da Paz,Kevin Cunha,False
341,2025-06-22,Furto,Saepe unde veritatis illo facere sint.,Registrado,Rhavi Souza,Dra. Maria Liz Duarte,False
342,2025-09-27,Roubo,Cupiditate debitis necessitatibus.,Cancelado,Bruna Cunha,Cecília Azevedo,False
343,2025-10-21,Roubo,Id labore occaecati magni.,Complementado,Aurora Ferreira,Luana da Mata,False
344,2025-06-03,Ameaça,Explicabo distinctio dolores delectus expedita.,Em Investigação,Theo Fonseca,Henry Ferreira,False
345,2025-02-02,Difamação,Optio reiciendis amet repellendus assumenda blanditiis veniam.,Arquivado,Josué Gonçalves,Catarina Pereira,False
346,2025-03-05,Danos Materiais,Dignissimos occaecati fuga corporis cumque laboriosam qui.,Complementado,Thales Silveira,Liz Cavalcanti,False
347,2025-06-07,Fraude,Hic autem alias vitae tempora placeat.,Cancelado,Isadora Novais,Luiz Otávio Albuquerque,False
348,2025-02-06,Danos Materiais,Natus esse ipsa perferendis vero nisi.,Concluído,Vinícius Oliveira,Isabelly Campos,False
349,2025-09-11,Fraude,Nihil illo non dolore fugit.,Concluído,Bárbara Nascimento,Oliver Novais,False
350,2025-03-05,Furto,Fugit optio quam quis vitae minus.,Registrado,Aylla Lopes,Davi Lucca Campos,False
351,2025-09-29,Violação de Medida Protetiva,Nesciunt deleniti nemo nostrum esse sequi.,Complementado,Aurora Porto,Sarah Mendes,False
352,2025-05-08,Violência Doméstica,Corporis illum sit quas unde sed corporis.,Cancelado,Sr. Ravi Lucca Nogueira,Kaique Caldeira,False
353,2025-08-27,Violação de Domicílio,Iure non delectus.,Reaberto,Leonardo Barbosa,Juan Sales,False
354,2025-03-25,Difamação,Cupiditate doloremque sequi voluptatem quo doloribus.,Encaminhado,Luiza Fernandes,Mathias Guerra,False
355,2025-04-04,Roubo,Hic unde animi omnis voluptatem ratione modi.,Em Investigação,Luan Barros,Dra. Ísis Fernandes,False
356,2025-04-30,Crime Cibernético,At sint odio deleniti.,Concluído,João Guilherme Oliveira,Dr. Asafe Dias,False
357,2025-10-16,Crime Cibernético,Asperiores aliquid possimus tempora.,Reaberto,Júlia Pimenta,Heitor Novaes,False
358,2025-06-25,Roubo,Perferendis nisi sit ea minima.,Em Análise,Francisco Silveira,Vitor Gabriel Pires,False
359,2025-09-29,Injúria,Alias doloribus aperiam molestias perspiciatis odio vitae.,Em Investigação,Dra. Alícia Alves,Sra. Ana Clara Monteiro,False
360,2025-03-12,Fraude,Nam earum provident.,Aguardando Validação,Anthony Gabriel Pires,Maria Julia Ramos,False
361,2025-05-16,Desaparecimento de Pessoa,Magni tempora provident beatae.,Complementado,Laís Câmara,Ian das Neves,False
362,2025-04-15,Posse de Drogas,Harum corrupti cupiditate.,Reaberto,Maria Fernanda Azevedo,João Pedro Barros,False
363,2025-06-14,Injúria,Est ad neque aut necessitatibus.,Arquivado,Alice Novais,Oliver Cavalcante,False
364,2025-06-21,Furto,Officiis culpa veritatis.,Suspenso,Renan Borges,Thomas Garcia,False
365,2025-04-07,Danos Materiais,Nobis amet quaerat dolores eligendi laboriosam.,Reaberto,Otávio Gomes,Luna Marques,False
366,2025-06-06,Perturbação do Sossego/Tranquilidade,Consectetur nostrum alias quam autem.,Complementado,Valentim Ramos,Ravy Barbosa,False
367,2025-05-17,Perturbação do Sossego/Tranquilidade,Sit alias reprehenderit cumque laboriosam cumque.,Reaberto,Luiz Miguel Melo,Srta. Beatriz da Rosa,False
368,2025-10-14,Porte Ilegal de Arma,Ratione vero impedit fugiat labore inventore.,Cancelado,Maria Julia da Mata,Erick da Paz,False
369,2025-10-10,Violência Doméstica,Iure laudantium debitis ipsum cumque maiores iusto.,Arquivado,Otto Marques,Bella Moura,False
370,2025-06-06,Posse de Drogas,Molestiae in eum eveniet praesentium.,Aguardando Validação,Léo Farias,Sarah Fernandes,False
371,2025-08-06,Danos Materiais,Unde quos excepturi accusantium occaecati.,Concluído,Yuri Oliveira,Samuel das Neves,False
372,2025-05-12,Porte Ilegal de Arma,Expedita consectetur odit deleniti veritatis ipsum quis.,Em Investigação,Emilly Campos,Sr. Theodoro Costa,False
373,2025-08-27,Desobediência,Praesentium sint quisquam accusamus voluptatum et.,Complementado,Manuela Jesus,Miguel Nogueira,False
374,2025-10-16,Fraude,Quas suscipit repellendus quod officiis minus.,Suspenso,Clara da Cruz,Srta. Daniela Pacheco,False
375,2025-02-17,Calúnia,Assumenda quasi ab libero blanditiis.,Aguardando Validação,João Vitor Nunes,Cecília Montenegro,False
376,2025-01-17,Encontro de Cadáver,Laborum voluptate distinctio veniam distinctio corrupti.,Em Análise,Dante Vasconcelos,Otávio da Rocha,False
377,2025-09-15,Injúria,Impedit in nulla animi ullam ullam.,Complementado,Pedro Henrique da Mata,Vitória da Mata,False
378,2025-09-03,Dano,Officiis provident illum debitis.,Reaberto,Dra. Lavínia Lima,Breno Marques,False
379,2025-03-31,Embriaguez ao Volante,At assumenda enim alias.,Concluído,Breno Macedo,Dante Novais,False
380,2025-03-14,Difamação,Excepturi ratione odit ut eaque molestiae impedit.,Reaberto,Júlia Ramos,Dra. Ana Liz Abreu,False
381,2025-04-04,Calúnia,Dicta numquam beatae inventore laborum occaecati architecto.,Registrado,Theodoro Carvalho,Dr. Oliver Peixoto,False
382,2025-09-14,Acidente de Trânsito,Eveniet cum dolorem aut autem delectus.,Complementado,Anthony Pereira,Fernando da Costa,False
383,2025-07-25,Ameaça,Delectus sapiente rem harum.,Complementado,Maria Sophia Pinto,Luiz Henrique Pires,False
384,2025-09-30,Encontro de Pessoa,Ullam magnam tempore ea eaque esse maiores molestiae.,Cancelado,Maria Júlia Jesus,Isabela Rios,False
385,2025-02-08,Violação de Medida Protetiva,Placeat totam adipisci repudiandae.,Arquivado,Sara Castro,Olívia Cunha,False
386,2025-08-19,Desacato,Dolorem porro quos voluptates natus.,Encaminhado,Vinicius Alves,Dr. Thiago da Mata,False
387,2025-04-28,Encontro de Pessoa,Velit magni perferendis nam perspiciatis maiores magnam.,Cancelado,Srta. Lunna Porto,Isabelly Alves,False
388,2025-07-12,Encontro de Cadáver,Possimus cupiditate neque aperiam facilis minima temporibus.,Complementado,Dra. Maria Isis da Paz,Catarina da Luz,False
389,2025-06-14,Embriaguez ao Volante,Nemo earum unde sint est similique.,Em Investigação,Marcos Vinicius da Mata,Isis Alves,False
390,2025-01-02,Dano,Cum porro asperiores placeat atque consectetur maiores in.,Registrado,Larissa Macedo,Ana Clara Carvalho,False
391,2025-09-04,Desacato,Minus occaecati iure sapiente.,Reaberto,Valentina Câmara,Fernando Aparecida,False
392,2025-02-24,Violação de Domicílio,Quisquam dolores consectetur fugiat.,Reaberto,Erick Lima,Srta. Daniela Cardoso,False
393,2025-03-18,Roubo,Cum corporis odio molestiae nesciunt soluta.,Reaberto,Vitor Hugo Vasconcelos,Sr. Rael Fonseca,False
394,2025-03-07,Posse de Drogas,Praesentium in ea reprehenderit aliquid.,Suspenso,Vitor Fernandes,Maria Alice Porto,False
395,2025-03-05,Crime Cibernético,Maxime possimus voluptates voluptatum.,Em Análise,Marcela Carvalho,Maria Flor Duarte,False
396,2025-01-30,Maus-tratos a Animais,Nobis nam esse cumque mollitia velit.,Em Análise,João Guilherme da Mata,Paulo Duarte,False
397,2025-02-17,Ameaça,Libero ea commodi earum sunt tempore.,Em Análise,André Lopes,Alexia Cassiano,False
398,2025-06-19,Maus-tratos a Animais,Adipisci minima itaque.,Arquivado,Mariah das Neves,Enrico Casa Grande,False
399,2025-05-08,Fraude,Hic possimus illum laboriosam.,Complementado,Maya Castro,Yasmin Santos,False
400,2025-01-07,Desobediência,Optio reiciendis iste esse dicta.,Registrado,Dra. Liz Garcia,Luana da Costa,False
401,2025-07-11,Violação de Medida Protetiva,Suscipit illo error.,Suspenso,Rhavi Martins,Pedro Lucas Nascimento,False
402,2025-01-19,Desacato,Dicta saepe cumque dolore.,Registrado,Yan Machado,Ana Laura Moraes,False
403,2025-07-23,Calúnia,Architecto accusamus vero culpa laboriosam officiis.,Cancelado,Ana Sophia Garcia,Julia Cardoso,False
404,2025-03-03,Fraude,Commodi omnis cumque ullam asperiores.,Reaberto,Lucas Martins,Julia Pacheco,False
405,2025-09-30,Dano,Natus laborum similique quia.,Reaberto,Helena Pimenta,Eduardo Mendes,False
406,2025-08-06,Lesão Corporal,Nisi ex aspernatur maiores aperiam.,Complementado,Bárbara Teixeira,Srta. Vitória Vasconcelos,False
407,2025-03-25,Homicídio,Blanditiis possimus quia ea accusantium.,Cancelado,Sr. Ravy Pastor,Sr. Raul Dias,False
408,2025-02-18,Ameaça,Nesciunt suscipit quo cumque.,Concluído,Augusto Cirino,Renan Cirino,False
409,2025-08-07,Violação de Medida Protetiva,Ex earum accusantium fugit fugiat.,Complementado,Laura Cardoso,Maria Fernanda Vieira,False
410,2025-08-10,Calúnia,Nostrum sit consequatur dolores.,Reaberto,Caroline Lopes,Dra. Maria Laura Barros,False
411,2025-10-11,Desobediência,Laboriosam dolorem aspernatur beatae.,Aguardando Validação,Noah Pinto,Alícia Andrade,False
412,2025-02-08,Estelionato,Facere consequatur vel quis.,Registrado,Luiz Miguel Melo,Eloá da Costa,False
413,2025-06-16,Homicídio,Laborum maiores praesentium sequi ea voluptate consectetur consequatur.,Complementado,Dra. Ana Júlia da Costa,Lucas Nogueira,False
414,2025-04-22,Homicídio,Nostrum a ipsum cum repudiandae animi fugit.,Em Análise,Gustavo Henrique Duarte,Srta. Rebeca Costela,False
415,2025-06-07,Estelionato,Pariatur tempora similique.,Cancelado,Olívia Albuquerque,Vitor Abreu,False
416,2025-03-26,Acidente de Trânsito,Porro adipisci modi optio.,Em Investigação,Rhavi Brito,Pedro Lucas Fernandes,False
417,2025-04-14,Porte Ilegal de Arma,Excepturi culpa tempora suscipit numquam nisi magnam.,Suspenso,João Gabriel Vargas,Dr. Arthur Silva,False
418,2025-05-19,Violação de Medida Protetiva,Harum vitae odit quae numquam hic at.,Em Investigação,Gael Moraes,Diego Camargo,False
419,2025-01-14,Acidente de Trânsito,Quaerat error neque.,Arquivado,Sra. Cecília Sousa,Luara Ribeiro,False
420,2025-06-15,Roubo,Hic ullam eos asperiores nisi.,Registrado,Luna Correia,Bernardo Mendonça,False
421,2025-05-19,Perturbação do Sossego/Tranquilidade,Veritatis odio tenetur fuga tempora optio a.,Encaminhado,Antônio Novaes,Erick Sales,False
