id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
222,2025-10-10,Furto,Voluptatum ab eligendi dolores explicabo.,Em análise,Ester Casa Grande,Marcela Fonseca,False
223,2025-03-03,Furto,Quidem aperiam earum doloribus.,Em análise,Heitor Pimenta,Yasmin Farias,False
224,2025-05-21,Agressão,Culpa amet cum harum perferendis officiis a possimus.,Em análise,Nicolas Camargo,Sr. Carlos Eduardo Sales,False
225,2025-05-25,Perda,Laborum a quae repellendus voluptates hic eveniet.,Fechado,Olívia Pires,Ana Julia Cunha,False
226,2025-05-18,Perda,Nesciunt iure laboriosam eligendi.,Em análise,Camila Nogueira,Sr. Nathan Sampaio,False
227,2025-06-24,Perda,Ipsa odio neque libero esse.,Fechado,Rhavi Abreu,Aylla Moreira,False
228,2025-01-08,Furto,Ullam asperiores cumque iure.,Aberto,Dra. Gabrielly Vasconcelos,Antony da Mota,False
229,2025-05-02,Furto,Numquam quis dolores consequuntur maiores consequuntur voluptate.,Em análise,Enzo Gabriel da Conceição,Aurora Pimenta,False
230,2025-10-10,Vandalismo,Labore mollitia quibusdam repudiandae.,Fechado,Theo Fonseca,Srta. Maria Luísa Costa,False
231,2025-07-08,Roubo,Cumque repellat dolorum ipsum blanditiis.,Fechado,Allana da Paz,Valentim Guerra,False
232,2025-09-18,Vandalismo,Neque officia sint laudantium libero similique.,Aberto,Raul Freitas,Manuella Pereira,False
233,2025-08-06,Roubo,Impedit beatae eos eligendi.,Em análise,Pedro Henrique Brito,Pedro Miguel Dias,False
234,2025-03-29,Vandalismo,Tempora voluptates dolore accusamus eligendi cupiditate.,Aberto,Bianca da Mota,Alexia da Mata,False
235,2025-07-26,Furto,Voluptatem omnis consequuntur quibusdam.,Fechado,Arthur Viana,Sra. Caroline Casa Grande,False
236,2025-08-22,Vandalismo,Magnam at ad.,Aberto,Yago Cassiano,Caio Cavalcante,False
237,2025-04-27,Roubo,Iste quo facilis similique distinctio sequi.,Fechado,Nicole Brito,João Rios,False
238,2025-06-19,Roubo,Totam perferendis commodi ducimus a voluptatibus.,Aberto,Camila Barros,Gustavo Henrique Lopes,False
239,2025-06-16,Vandalismo,Illum corrupti voluptas ab impedit odio.,Fechado,Lucca Pimenta,Maitê da Costa,False
240,2025-04-18,Perda,Numquam corporis numquam delectus.,Fechado,Ayla Fernandes,José Costela,False
241,2025-06-20,Vandalismo,Provident temporibus sapiente quas.,Fechado,Luiz Fernando Porto,Kamilly Vasconcelos,False
242,2025-02-13,Furto,Quos ad quae recusandae vitae debitis.,Aberto,Sr. Antony Moraes,Cecília Dias,False
243,2025-06-29,Furto,Ut aliquid impedit repellendus laborum.,Em análise,Otto Almeida,Luiz Miguel Cardoso,False
244,2025-01-10,Furto,Ad quas aspernatur ratione perferendis aspernatur.,Em análise,Luiz Henrique Caldeira,Vitor Borges,False
245,2025-06-11,Perda,Dolorem blanditiis aliquid.,Em análise,Vitória Aragão,Sarah Melo,False
246,2025-09-06,Roubo,Illo magni nulla ratione cupiditate.,Aberto,Pedro Lucas Garcia,Sabrina Nogueira,False
247,2025-01-15,Agressão,Rerum possimus aut hic quia.,Aberto,Joana Costa,Maya Nogueira,False
248,2025-05-25,Perda,Ipsum qui quis aspernatur consequuntur quisquam tempora.,Aberto,Laura Alves,Benjamim Sá,False
249,2025-08-17,Agressão,Enim molestiae incidunt pariatur consectetur culpa.,Fechado,Maria Sophia da Mata,Dr. Juan Garcia,False
250,2025-05-05,Furto,Repellat labore magnam alias reiciendis.,Em análise,Eloá das Neves,Benício Nunes,False
251,2025-03-07,Agressão,Excepturi ab fugiat delectus deserunt ea temporibus.,Fechado,Sr. Thales Rodrigues,Dra. Bella Macedo,False
252,2025-02-19,Perda,Ad eum veniam corporis laudantium.,Em análise,Srta. Antonella Camargo,Cauã Souza,False
253,2025-01-12,Agressão,Ut incidunt ullam delectus quidem.,Aberto,Srta. Joana Aragão,Ryan Teixeira,False
254,2025-05-19,Perda,Cumque dolore impedit officiis.,Aberto,Francisco Pacheco,Dra. Amanda Casa Grande,False
255,2025-05-24,Furto,Iusto cupiditate unde quaerat.,Aberto,Oliver Jesus,Srta. Letícia da Conceição,False
256,2025-09-10,Roubo,Aut sit quos perferendis natus.,Em análise,Isabelly Brito,Mariah Moreira,False
257,2025-02-18,Furto,Officia dolores odit commodi cum.,Em análise,Natália Brito,Sr. Luan Cardoso,False
258,2025-06-13,Furto,Blanditiis unde incidunt vel.,Fechado,Maria Isis da Luz,Maria Eduarda Barbosa,False
259,2025-08-31,Vandalismo,Fuga dignissimos quisquam aliquid.,Fechado,Luan Farias,Ana Vitória Santos,False
260,2025-07-04,Roubo,Cum cupiditate ex minus officiis accusamus id aspernatur.,Em análise,Pedro Lucas da Paz,Zoe Novais,False
261,2025-10-04,Furto,Rerum nulla adipisci dolores accusantium.,Em análise,Alice das Neves,Isaque Garcia,False
262,2025-07-31,Furto,Tempore totam sed ea.,Em análise,Antony Rezende,Jade Barros,False
263,2025-05-14,Vandalismo,Reiciendis nemo quis sed ex.,Em análise,Sr. Mathias Sampaio,Davi Lucca Azevedo,False
264,2025-01-18,Roubo,Veritatis molestiae iste deserunt voluptatibus voluptas.,Em análise,Srta. Ana Carolina Vasconcelos,Cecília Sampaio,False
265,2025-01-17,Agressão,Tempore esse voluptatem voluptate sapiente nostrum quaerat.,Em análise,Maria Luísa Silva,Murilo das Neves,False
266,2025-06-27,Vandalismo,Ipsa inventore earum aliquam perferendis assumenda.,Aberto,Jade Silveira,Lavínia da Rocha,False
267,2025-05-02,Furto,Voluptatem illo nulla quaerat vero ipsum repellendus.,Fechado,Alícia Nascimento,Liz Sá,False
268,2025-06-15,Agressão,Dolores cum ex at.,Aberto,Stephany Ribeiro,Mathias Martins,False
269,2025-08-20,Perda,Et qui veritatis hic adipisci odit.,Em análise,Dra. Maria Isis Marques,Luara da Cunha,False
270,2025-02-22,Furto,Impedit voluptatem maxime consequuntur.,Fechado,Gabrielly Almeida,Kevin Sales,False
271,2025-10-01,Perda,Modi velit qui incidunt repellendus corrupti minus perspiciatis.,Aberto,João Gabriel Machado,Sr. Luiz Henrique da Cunha,False
272,2025-08-18,Vandalismo,Non voluptatum ipsa repellendus maiores excepturi voluptates assumenda.,Aberto,Renan Teixeira,Yasmin Correia,False
273,2025-06-06,Vandalismo,Distinctio occaecati ipsa earum laboriosam voluptatum.,Fechado,Cecília Lopes,Erick Lopes,False
274,2025-03-30,Vandalismo,Repellendus ea repellat deleniti rerum ratione.,Fechado,José Alves,Heloísa Montenegro,False
275,2025-06-28,Agressão,Voluptatem quibusdam veritatis velit consequatur.,Em análise,Srta. Elisa Lima,Théo Duarte,False
276,2025-02-21,Vandalismo,Reiciendis laborum itaque ab error.,Fechado,Olívia Albuquerque,Danilo Cardoso,False
277,2025-05-20,Furto,Fuga distinctio soluta.,Fechado,Bianca Pinto,Otto Mendes,False
278,2025-06-08,Vandalismo,Deleniti animi mollitia beatae minus consectetur esse.,Aberto,Henrique Macedo,Clara Garcia,False
279,2025-02-12,Roubo,Voluptates iste quam vitae vero quaerat.,Aberto,Pedro Lucas da Luz,Yan das Neves,False
280,2025-01-02,Perda,Nesciunt numquam error.,Fechado,Ana Cecília Novaes,João Felipe da Mota,False
281,2025-01-12,Agressão,Animi voluptatibus eligendi repudiandae alias laudantium.,Fechado,Dr. Davi da Rosa,Arthur Miguel Montenegro,False
282,2025-09-26,Perda,Tenetur voluptatum itaque aut aliquam dolore.,Aberto,Arthur Vargas,Larissa Correia,False
283,2025-03-07,Roubo,Non consequatur enim ipsa eius.,Aberto,Caio Rodrigues,Alice Carvalho,False
284,2025-02-22,Agressão,Quae sit illo corrupti voluptatibus non vel.,Fechado,Emanuelly Moreira,Theo Moraes,False
285,2025-01-16,Perda,Molestias quis nesciunt maiores minima nam quo rerum.,Fechado,Daniela Castro,Bella Cavalcanti,False
286,2025-02-05,Perda,Quaerat tempora ducimus tenetur enim soluta.,Aberto,Rafaela Carvalho,Lavínia Souza,False
287,2025-05-29,Agressão,At dolorem autem maiores.,Aberto,Sr. Guilherme Moreira,Raul Santos,False
288,2025-07-11,Furto,Expedita eius labore ea quam.,Aberto,Sra. Ana Carolina Fogaça,Kevin Nogueira,False
289,2025-01-08,Vandalismo,Nostrum laudantium commodi laborum.,Aberto,Alexia Campos,Daniela Dias,False
290,2025-08-01,Perda,Alias quod voluptatibus iste corporis.,Fechado,Dr. Alexandre Borges,Maria Eduarda Nunes,False
291,2025-08-24,Vandalismo,Vitae sapiente fuga tempore architecto.,Em análise,Ravi Lucca Vargas,Theodoro Barros,False
292,2025-01-24,Furto,Ratione quo impedit occaecati omnis nemo officiis.,Em análise,Isaque Nogueira,João Miguel Moreira,False
293,2025-02-12,Roubo,Excepturi ex aperiam placeat distinctio assumenda ullam.,Aberto,Helena Sousa,Maria Clara Rocha,False
294,2025-07-23,Perda,Eum rerum dolorem ipsum.,Em análise,Gustavo Campos,Carlos Eduardo Nascimento,False
295,2025-01-14,Perda,Consequatur temporibus doloremque laudantium et dicta suscipit.,Em análise,Antonella Novaes,Gabriela Cirino,False
296,2025-09-17,Furto,Nisi deserunt beatae eligendi.,Em análise,Matteo Pires,Ana Liz Rios,False
297,2025-01-23,Furto,Eaque aperiam ut tempore amet mollitia saepe quia.,Em análise,João da Rocha,Helena Barros,False
298,2025-08-19,Furto,Corrupti facere totam esse omnis magni.,Fechado,Sr. Lucas da Rosa,Nicole Vieira,False
299,2025-03-28,Perda,Ea cupiditate quidem unde.,Aberto,Matheus Barros,Daniel Duarte,False
300,2025-07-15,Vandalismo,Officia error consequuntur.,Aberto,Dra. Bella Ribeiro,Davi Miguel Barros,False
301,2025-04-20,Perda,Dolorum deserunt facilis voluptate esse impedit eligendi.,Em análise,José Miguel Silva,João Miguel Pacheco,False
302,2025-03-15,Vandalismo,Fugit inventore eveniet ad.,Aberto,Igor da Rocha,Davi Luiz Sampaio,False
303,2025-06-15,Roubo,Nam dolor occaecati explicabo.,Em análise,Srta. Maria Luiza da Cunha,Lunna Sá,False
304,2025-08-24,Agressão,Alias iusto iste exercitationem dolorem in expedita.,Em análise,Sr. Gael Fogaça,Dra. Sara Silva,False
305,2025-07-26,Agressão,Excepturi rerum dolorum.,Aberto,Ana Clara Brito,Anna Liz das Neves,False
306,2025-02-22,Perda,Debitis illo amet.,Aberto,Danilo Gomes,José Pedro Porto,False
307,2025-01-18,Perda,Aliquid dolore veritatis ratione libero.,Em análise,Luiz Henrique Cardoso,Camila Dias,False
308,2025-08-01,Perda,Iure sed animi distinctio adipisci quod vitae.,Fechado,Diego Guerra,Clarice Mendonça,False
309,2025-04-10,Roubo,Quis facere eaque fuga omnis sapiente.,Fechado,Sarah Cunha,Helena Brito,False
310,2025-07-02,Roubo,Non eveniet saepe sint.,Fechado,Gustavo da Rosa,Dra. Ana Sophia Aragão,False
311,2025-10-05,Vandalismo,Culpa laudantium quam recusandae.,Aberto,Júlia Pires,Dra. Clara Nogueira,False
312,2025-10-02,Perda,Voluptates aspernatur aliquid velit fugit sint.,Aberto,Marcelo Teixeira,Maria Fernanda Alves,False
313,2025-03-14,Roubo,Commodi sunt reprehenderit odit magni.,Fechado,João Vitor Fernandes,Camila Nunes,False
314,2025-06-07,Perda,Quo non sunt assumenda amet.,Aberto,Maria Isis Cavalcanti,Rodrigo Macedo,False
315,2025-01-19,Furto,Rerum dolore eum nam.,Em análise,Mirella Guerra,Ana Carolina Lima,False
316,2025-04-16,Roubo,Iste porro facilis reiciendis natus.,Aberto,Raul da Luz,Dra. Lívia Novais,False
317,2025-05-14,Agressão,Porro expedita cumque voluptatem ab.,Aberto,Ana Sophia Aragão,Augusto Montenegro,False
318,2025-05-13,Vandalismo,Nesciunt iure esse illo.,Fechado,Sra. Juliana Aparecida,Pietro Sales,False
319,2025-01-10,Vandalismo,Sequi illo aliquam dolorem perspiciatis asperiores aliquam.,Aberto,Luna Pinto,Helena da Costa,False
320,2025-04-24,Agressão,Aspernatur molestias laboriosam modi minima modi.,Em análise,Olívia Pacheco,Marina Silva,False
321,2025-05-02,Roubo,Deserunt itaque doloribus accusantium praesentium nesciunt corporis.,Fechado,Bruna Melo,João Pedro Macedo,False
322,2025-06-13,Perda,Quasi voluptates omnis vel expedita minima consequatur.,Fechado,Henrique Pereira,Yuri da Cunha,False
323,2025-03-08,Perda,Ullam optio eum vel ipsum ad.,Em análise,Natália Novais,Guilherme Souza,False
324,2025-08-03,Roubo,Nostrum similique dignissimos explicabo.,Em análise,Leonardo Silveira,Leonardo Garcia,False
325,2025-05-14,Vandalismo,Asperiores perferendis aperiam voluptas ut magnam.,Em análise,Sra. Vitória Porto,Sr. Marcelo Jesus,False
326,2025-09-19,Roubo,Sed non modi pariatur.,Em análise,Isabela Casa Grande,Dr. Mateus Cardoso,False
327,2025-09-10,Furto,Minima similique autem ex reiciendis.,Aberto,Maria Fernanda Silva,Sr. Vinicius da Costa,False
328,2025-05-04,Vandalismo,Blanditiis amet ut aliquam.,Aberto,Arthur Monteiro,Thiago Camargo,False
329,2025-10-09,Perda,At sunt neque vero fuga voluptate cupiditate explicabo.,Em análise,Bianca Jesus,Sr. Apollo Freitas,False
330,2025-09-02,Perda,Ducimus tempore saepe cupiditate accusantium.,Em análise,Gabriel Moraes,Maria Fernanda Guerra,False
331,2025-01-31,Furto,Eligendi atque nesciunt fugit consequatur.,Em análise,Maria Laura Jesus,Lívia da Luz,False
332,2025-05-13,Perda,Ducimus debitis veritatis fuga rerum explicabo.,Aberto,Sra. Manuella Andrade,Juliana Borges,False
333,2025-02-10,Vandalismo,Nemo architecto reiciendis doloremque nam.,Aberto,Theo Lima,Dra. Lívia da Rosa,False
334,2025-03-22,Furto,Voluptate aliquid veritatis nulla.,Fechado,Gabriela da Rocha,Manuella Cavalcanti,False
335,2025-10-10,Roubo,Tenetur error recusandae eveniet debitis autem.,Em análise,Cecília Mendes,Gabrielly Moura,False
336,2025-07-16,Agressão,Tempore nobis enim voluptatibus sapiente similique eaque officia.,Aberto,Camila Pimenta,Aurora Moreira,False
337,2025-03-12,Furto,Nesciunt suscipit vero sit eveniet.,Fechado,Maria Montenegro,Sr. Bento Siqueira,False
338,2025-09-30,Perda,Ex amet assumenda debitis adipisci.,Aberto,Isis Alves,Apollo da Mata,False
339,2025-06-15,Furto,Voluptatibus nihil occaecati non.,Em análise,Enzo Barbosa,Srta. Maysa Camargo,False
340,2025-08-23,Furto,Perspiciatis atque error itaque excepturi quos tenetur.,Em análise,Enrico Pereira,Srta. Larissa Vargas,False
341,2025-09-15,Vandalismo,Veritatis impedit unde similique laudantium.,Em análise,Maria Laura da Rocha,Sofia Duarte,False
342,2025-07-17,Perda,Esse quo laboriosam incidunt nobis reprehenderit.,Aberto,Maria Sophia Aparecida,Sra. Catarina Viana,False
343,2025-08-09,Perda,Recusandae aliquam quibusdam sit.,Fechado,João Felipe Rodrigues,Caleb Fonseca,False
344,2025-07-12,Furto,Adipisci corporis odio nostrum accusantium.,Aberto,Dra. Giovanna Silva,Maria Clara Castro,False
345,2025-02-23,Vandalismo,Eius dicta ratione reiciendis.,Em análise,Ravi Castro,Helena Câmara,False
346,2025-08-18,Agressão,Perferendis laboriosam beatae delectus quisquam dolore.,Em análise,Elisa Pimenta,Vitor Hugo Farias,False
347,2025-09-14,Roubo,Unde fugiat dolores similique neque quos tempora.,Em análise,Pietro Montenegro,Kamilly Gomes,False
348,2025-02-05,Roubo,Praesentium saepe nostrum repellendus.,Aberto,Melissa Cavalcante,Arthur Gabriel Cardoso,False
349,2025-07-24,Agressão,Placeat hic voluptatum perferendis tempore blanditiis excepturi natus.,Aberto,Bruno Câmara,Natália Fogaça,False
350,2025-04-15,Perda,Maxime iusto dolorem neque blanditiis exercitationem.,Aberto,Pedro Lucas Moreira,Maria Sophia Alves,False
351,2025-01-29,Furto,Non minima laborum eius ut id sint.,Fechado,Caio Araújo,Fernanda Souza,False
352,2025-07-09,Agressão,Ratione dolorum soluta totam sequi.,Aberto,Erick Vasconcelos,Maria Vitória Melo,False
353,2025-03-07,Vandalismo,A dolorum quia fuga.,Em análise,Emilly Sá,Enzo Porto,False
354,2025-03-03,Furto,Debitis illum veniam eaque tempora sed nisi.,Aberto,Agatha Oliveira,Sophia Porto,False
355,2025-05-01,Perda,Totam alias maiores deleniti perferendis.,Aberto,Dr. Isaac Ribeiro,Sra. Ana Julia Caldeira,False
356,2025-08-06,Agressão,Soluta tempora quis deserunt.,Fechado,Ravy Dias,Fernanda Gonçalves,False
357,2025-07-31,Perda,Dicta nobis aut placeat distinctio quos.,Fechado,Srta. Gabriela da Rosa,Matteo Mendes,False
358,2025-04-25,Furto,Laudantium delectus dicta voluptatem.,Em análise,Nicole Novaes,Gael da Paz,False
359,2025-07-06,Roubo,Saepe voluptate ex voluptatibus voluptatum quas.,Fechado,Isadora Aparecida,Bianca Cavalcanti,False
360,2025-07-27,Furto,Atque unde saepe eum ipsum.,Fechado,Caleb Leão,Josué da Mota,False
361,2025-10-11,Agressão,Necessitatibus modi quaerat ratione quaerat aliquid.,Fechado,Caleb Aparecida,Dra. Bianca Porto,False
362,2025-01-23,Perda,Autem enim ut sequi voluptate nemo in architecto.,Aberto,Sophia Brito,Hellena Martins,False
363,2025-08-23,Agressão,Error voluptatem eaque veritatis consequatur.,Fechado,Joaquim Campos,Carlos Eduardo Lima,False
364,2025-07-31,Furto,Sunt adipisci alias nostrum cum magnam enim dolores.,Aberto,Ravy Cassiano,Dra. Júlia Almeida,False
365,2025-06-27,Perda,Qui soluta amet cum.,Aberto,Juliana Vargas,Isabela Lima,False
366,2025-01-11,Agressão,Consequatur consequuntur porro eaque est.,Aberto,Isaac Pinto,Jade Rezende,False
367,2025-07-03,Furto,Fugiat quas illo natus sunt sed.,Aberto,Heitor Campos,Luan Vieira,False
368,2025-09-19,Agressão,Nihil occaecati corrupti pariatur.,Aberto,Sr. Otávio Nascimento,Benjamin Caldeira,False
369,2025-03-24,Vandalismo,Harum quia temporibus veritatis asperiores odio.,Em análise,Dr. Danilo Alves,Valentim Pastor,False
370,2025-09-03,Agressão,Distinctio vitae repellendus.,Em análise,Mariane Azevedo,Ana Clara Ribeiro,False
371,2025-09-25,Perda,Minus enim iusto corrupti.,Em análise,Fernanda Aparecida,Olivia da Costa,False
372,2025-03-11,Vandalismo,Nam porro quos quia laborum nostrum.,Aberto,Joana Rocha,José Pedro Ferreira,False
373,2025-01-13,Agressão,Molestias excepturi quaerat ut eos deserunt.,Fechado,Maria Sophia Cavalcante,Lucca Abreu,False
374,2025-02-16,Agressão,Consectetur voluptates at accusamus.,Fechado,Alícia Cassiano,Noah Castro,False
375,2025-04-15,Furto,Veniam sit mollitia nostrum cum qui.,Em análise,Brenda Abreu,Ayla Campos,False
376,2025-03-30,Agressão,Repellendus rerum dolorem voluptatum occaecati necessitatibus.,Aberto,Luna Ferreira,Antonella Pimenta,False
377,2025-09-25,Perda,Ipsam repellendus cupiditate perspiciatis modi quia aliquam.,Aberto,Valentina Dias,Dra. Jade Borges,False
378,2025-06-02,Furto,Velit culpa quo magni accusamus quis ex.,Aberto,Daniel Montenegro,Cauã Almeida,False
379,2025-07-15,Perda,Culpa asperiores non enim inventore a.,Aberto,Olivia Borges,Dr. Léo Camargo,False
380,2025-07-01,Perda,Architecto repellendus quibusdam nostrum.,Em análise,Pietro Rocha,Antony Santos,False
381,2025-08-11,Furto,Ab dicta doloribus voluptatibus delectus consequatur.,Aberto,Lavínia das Neves,Theo Siqueira,False
382,2025-04-11,Agressão,Sed architecto sed illo quos ad eius.,Em análise,Ravi Lima,Lorenzo Rodrigues,False
383,2025-09-05,Furto,Ea quia labore natus corrupti.,Aberto,Enzo Gabriel Lopes,Manuella da Cunha,False
384,2025-01-20,Furto,Nobis earum deleniti eos veniam ut sit praesentium.,Aberto,Isabelly Farias,Maria Flor Pires,False
385,2025-07-12,Agressão,Harum ut non vel.,Aberto,José Miguel Costela,Sr. Daniel Nascimento,False
386,2025-01-17,Perda,In error eius aut fuga sapiente.,Fechado,Vitória das Neves,Isabella da Paz,False
387,2025-02-16,Furto,Recusandae accusantium dolor ex.,Fechado,Emanuel Dias,Henry Gabriel Sousa,False
388,2025-03-03,Perda,Sint exercitationem ipsa.,Em análise,Theodoro Rios,Otávio Novaes,False
389,2025-03-27,Agressão,Cum doloremque adipisci sed.,Fechado,Mariana Moura,Pedro Cavalcante,False
390,2025-09-20,Vandalismo,Ad soluta veniam similique.,Fechado,Ana Liz Rios,Luiza Ferreira,False
391,2025-08-05,Furto,Ad quisquam rerum labore quis ipsa aliquam.,Aberto,Luiz Felipe Sá,Sra. Aylla Novaes,False
392,2025-09-15,Agressão,Ipsam voluptatibus vero beatae dolores.,Aberto,Cecília Sampaio,Vinícius Moraes,False
393,2025-02-14,Furto,Incidunt hic dignissimos cupiditate inventore delectus.,Aberto,Brayan da Conceição,Giovanna da Cruz,False
394,2025-09-23,Furto,Tempore sequi consectetur quibusdam voluptate harum error.,Fechado,Ágatha das Neves,Fernanda Fogaça,False
395,2025-05-07,Roubo,Modi dolor possimus deleniti voluptatum provident.,Em análise,Paulo Pires,Antony Rocha,False
396,2025-03-14,Roubo,Recusandae praesentium blanditiis illum nostrum dolores amet fugit.,Em análise,Júlia Camargo,Dr. Lucas Gabriel Pimenta,False
397,2025-07-20,Agressão,Dolore provident odio quo aperiam harum.,Aberto,Dr. Levi Cavalcante,Davi Fonseca,False
398,2025-03-04,Furto,Vero nihil quasi ea magni quisquam eius libero.,Em análise,Ravy Farias,Vinícius Vargas,False
399,2025-04-01,Furto,Ad iusto quisquam magnam nostrum.,Aberto,Eloá Cardoso,Maria Liz Sales,False
400,2025-08-04,Vandalismo,Corrupti qui impedit neque neque.,Fechado,Heitor Correia,Oliver Siqueira,False
401,2025-10-01,Roubo,Eligendi eveniet delectus facere occaecati totam.,Em análise,Sr. João Gabriel Pastor,Dr. Davi Luiz Borges,False
402,2025-01-07,Vandalismo,Aspernatur culpa dolores sit.,Aberto,Leonardo Dias,Fernando Duarte,False
403,2025-05-26,Roubo,Maxime exercitationem commodi omnis necessitatibus.,Fechado,Ana Liz Moura,Kamilly Sampaio,False
404,2025-08-26,Vandalismo,Fuga at quisquam quibusdam nam.,Aberto,Dra. Ana Luiza Costa,Igor Nascimento,False
405,2025-01-14,Furto,Consectetur labore incidunt.,Aberto,Liam Cassiano,Gustavo Henrique Pinto,False
406,2025-07-28,Vandalismo,Molestiae laudantium consequatur a impedit.,Aberto,João Felipe Pacheco,Ana Cecília Novais,False
407,2025-04-08,Perda,Nulla a corrupti corrupti soluta.,Fechado,Arthur Gabriel Costa,Léo Montenegro,False
408,2025-04-16,Perda,Fugit ab quisquam dolorem at qui architecto deleniti.,Fechado,Luísa da Luz,Isabel Carvalho,False
409,2025-02-14,Vandalismo,Sed pariatur nihil eos corrupti.,Aberto,Maria Liz Sousa,Jade Guerra,False
410,2025-07-13,Perda,Aut corporis eligendi labore dolore reiciendis.,Aberto,Renan Novaes,Antony Caldeira,False
411,2025-02-10,Vandalismo,Ipsam necessitatibus aliquid quaerat voluptas.,Fechado,Calebe Leão,Leonardo Ribeiro,False
412,2025-02-27,Agressão,Repudiandae debitis quis reiciendis facere maiores sapiente.,Em análise,Maria Liz Leão,Sara Nogueira,False
413,2025-04-28,Agressão,Dolores enim esse ratione occaecati qui.,Em análise,Mateus Silveira,Clarice Borges,False
414,2025-07-20,Perda,Minima dolores exercitationem perspiciatis.,Fechado,Sr. Breno Martins,Beatriz Barbosa,False
415,2025-07-28,Furto,Vero tempora voluptatum.,Fechado,Ana Liz Moreira,Apollo Pereira,False
416,2025-01-15,Roubo,Doloribus atque saepe quia optio.,Fechado,Benicio Andrade,Ana Cecília Sales,False
417,2025-05-19,Agressão,Occaecati quidem accusantium facere minus aspernatur.,Fechado,Dante Rodrigues,Maria Flor Sales,False
418,2025-01-18,Vandalismo,Voluptatibus temporibus officiis occaecati ducimus quaerat deleniti.,Aberto,Vitória Pacheco,Maria Júlia Aragão,False
419,2025-07-14,Agressão,Repellat magni quia deleniti dolor.,Em análise,Sra. Ana Lívia Rezende,Maria Isis Andrade,False
420,2025-02-05,Vandalismo,Distinctio officiis voluptas nam.,Em análise,Luísa Castro,Srta. Aurora Gomes,False
421,2025-04-28,Vandalismo,Sit excepturi iste similique a.,Em análise,João Pedro Mendonça,Maria Luísa Melo,False
422,2025-05-05,Perda,Officiis culpa distinctio voluptatem.,Em análise,Sr. Oliver Campos,Danilo Macedo,False
423,2025-08-14,Roubo,Iure eveniet eveniet optio omnis explicabo nesciunt.,Em análise,Ágatha Leão,Luiz Gustavo Viana,False
424,2025-02-21,Vandalismo,Esse magnam laborum ratione.,Aberto,Brenda Peixoto,Sara Duarte,False
425,2025-02-01,Vandalismo,Ab cupiditate ullam minus blanditiis reprehenderit.,Fechado,Cecília da Cunha,Luísa Silva,False
426,2025-06-01,Vandalismo,Inventore repellendus mollitia sint qui.,Em análise,Anthony Gabriel Melo,Lucca Garcia,False
427,2025-10-12,Roubo,Placeat dolor voluptas enim inventore corrupti autem quia.,Fechado,Eloá Fonseca,Sra. Maria Liz Novais,False
428,2025-04-15,Furto,Tenetur ad dignissimos ipsum.,Aberto,Lara Vargas,Matheus Pimenta,False
429,2025-07-23,Vandalismo,Amet ducimus aliquid facilis recusandae atque.,Em análise,Raul Cardoso,Luan Rezende,False
430,2025-08-18,Perda,Velit ducimus eligendi distinctio eos adipisci repudiandae.,Fechado,Lavínia Ribeiro,Ísis Abreu,False
431,2025-05-09,Roubo,Officia sapiente ea expedita labore.,Fechado,Cauã Silveira,Maria Julia Mendes,False
432,2025-07-16,Roubo,Suscipit eligendi aut soluta.,Em análise,Maria Alice da Rocha,Lorena Ramos,False
433,2025-08-16,Perda,Praesentium assumenda rem quis veritatis reiciendis.,Aberto,Sr. Mathias Vargas,Dr. Isaque Nascimento,False
434,2025-05-01,Agressão,Ipsam est consequuntur officia.,Aberto,Luiz Henrique Mendes,Maria Alice Fonseca,False
435,2025-06-28,Agressão,Odio exercitationem consectetur quas.,Em análise,Vinicius Rocha,Maria Liz Freitas,False
436,2025-04-03,Agressão,Quo fugit iusto fuga qui.,Aberto,Stella Rocha,Elisa Abreu,False
437,2025-08-11,Furto,Rerum quo ipsam molestias.,Em análise,Emanuel Duarte,Gustavo Henrique Teixeira,False
438,2025-02-11,Vandalismo,Dolorem veniam ratione esse.,Em análise,Manuela da Cunha,Maria Laura Souza,False
439,2025-06-25,Agressão,Rem ullam tenetur quidem.,Aberto,Anna Liz Sá,Olívia Cavalcanti,False
440,2025-08-24,Agressão,Excepturi et quasi pariatur possimus rem.,Fechado,Evelyn Leão,Alexandre Câmara,False
441,2025-01-25,Furto,Facilis ipsum consequatur unde aliquid vitae.,Fechado,Benjamim Pires,Lívia Fonseca,False
442,2025-04-05,Vandalismo,Quisquam odit harum occaecati exercitationem laborum.,Em análise,Léo Moreira,Apollo Brito,False
443,2025-05-17,Roubo,Quam quam recusandae autem sunt.,Aberto,Bryan Gonçalves,Ana Julia Jesus,False
444,2025-02-10,Perda,Eaque sint excepturi ipsa.,Em análise,Matheus Albuquerque,Brayan Sampaio,False
445,2025-08-30,Perda,Beatae illum quia inventore iusto.,Em análise,Srta. Alexia Cassiano,Srta. Maria Flor Ferreira,False
446,2025-03-12,Furto,Voluptatum laboriosam molestiae assumenda quod odit.,Em análise,Natália Câmara,Lucas Gabriel Cunha,False
447,2025-08-25,Furto,Aperiam expedita ipsa ex.,Aberto,Bryan Abreu,Maya Ribeiro,False
448,2025-08-29,Roubo,Expedita ex perferendis ad.,Aberto,Dra. Isabel Pastor,Fernanda Barros,False
